Name,Type,Subtype,Edition,Cost,Legal,Foil,Rarity,Count,Image,ImageName
Swamp,"Basic Land",Swamp,"M12,Innistrad,Avacyn Restored",,1,0,Common,181,,swamp.jpg
"Swiftfoot Boots",Artifact,Equipment,M12,2,1,0,Uncommon,1,,swiftfoot_boots.jpg
"Sword of Vengeance",Artifact,Equipment,M11,3,0,0,Rare,1,,sword_of_vengeance.jpg
"Sylvan Ranger",Creature,"Elf Scout",M11,1G,0,0,Common,3,,sylvan_ranger.jpg
"Sylvok Replica","Artifact Creature",Shaman,"Scars of Mirrodin",3,1,0,Common,2,,sylvok_replica.jpg
"Symbiotic Beast",Creature,Beast,Onslaught,4GG,0,0,Uncommon,1,,symbiotic_beast.jpg
"Tainted Isle",Lang,,"Planechase 2012",,0,0,Uncommon,1,,tainted_isle.jpg
"Tainted Peak",Land,,Torment,,0,0,Uncommon,1,,tainted_peak.jpg
"Talons of Falkenrath",Enchantment,Aura,"Dark Ascension",1R,1,0,Common,1,,talons_of_falkenrath.jpg
"Tangle Angler",Creature,Horror,"Scars of Mirrodin",3G,1,0,Uncommon,1,,tangle_angler.jpg
"Tangle Hulk","Artifact Creature",Beast,"Mirrodin Besieged",5,1,0,Common,3,,tangle_hulk.jpg
"Tangle Mantis",Creature,Insect,"Mirrodin Besieged",2GG,1,0,Common,1,,tangle_mantis.jpg
"Taste of Blood",Sorcery,,M12,K,1,0,Common,2,,taste_of_blood.jpg
"Taunting Elf",Creature,Elf,Onslaught,G,0,0,Common,1,,taunting_elf.jpg
"Teetering Peaks",Land,,Zendikar,,0,0,Common,1,,teetering_peaks.jpg
"Temple of the False God",Land,,Scourge,,0,0,Uncommon,2,,temple_of_the_false_god.jpg
"Terminal Moraine",Land,,Planeshift,,0,0,Uncommon,2,,terminal_moraine.jpg
Terminus,Sorcery,,"Avacyn Restored",4WW,1,0,Rare,1,,terminus.jpg
"Teroh's Faithful",Creature,Cleric,Torment,3W,0,0,Common,1,,terohs_faithful.jpg
"Terramorphic Expanse",Land,,"M10,M11,Planechase 2012",,0,0,Common,8,,terramorphic_expanse.jpg
"Terrifying Presence",Instant,,"Avacyn Restored",1G,1,0,Common,1,,terrifying_presence.jpg
"Test of Faith",Instant,,"Knights vs. Dragons",W,0,0,Uncommon,1,,test_of_faith.jpg
"The Very Soil Shall Shake",Scheme,,Archenemy,,0,0,Common,1,,the_very_soil_shall_shake.jpg
"Thelonite Hermit",Creature,"Elf Shaman",Archenemy,3G,0,0,Rare,1,,thelonite_hermit.jpg
"Thieving Magpie",Creature,Bird,DOP,2BB,0,0,Uncommon,2,,thieving_magpie.jpg
"Think Twice",Instant,,Innistrad,1B,1,0,Common,2,,think_twice.jpg
"Thought Scour",Instant,,"Dark Ascension",B,1,0,Common,1,,thought_scour.jpg
"Thran Golem",Creature,Golem,M12,5,1,0,Uncommon,7,,thran_golem.jpg
Threaten,Sorcery,,Onslaught,2R,0,0,Uncommon,1,,threaten.jpg
Thrive,Sorcery,,Dissension,XG,0,0,Common,2,,thrive.jpg
"Throat Slitter",Creature,"Rat Ninja","Planechase 2012",4K,0,0,Uncommon,1,,throat_slitter.jpg
"Throne of Empires",Artifact,,M12,4,1,0,Rare,2,,throne_of_empires.jpg
"Thunder Strike",Instant,,M11,1R,0,0,Common,1,,thunder_strike.jpg
Thunderbolt,Instant,,"Avacyn Restored",1R,1,0,Common,1,,thunderbolt.jpg
"Timbermaw Larva",Creature,Beast,Zendikar,3G,0,0,Common,1,,timbermaw_larva.jpg
"Timberwatch Elf",Creature,Elf,Legions,2G,0,0,Common,1,,timberwatch_elf.jpg
"Timely Reinforcements",Sorcery,,M12,2W,1,0,Uncommon,2,,timely_reinforcements.jpg
"Tine Shrike",Creature,Bird,"Mirrodin Besieged",3W,1,0,Common,2,,tine_shrike.jpg
"Tireless Missionaries",Creature,"Human Cleric",M11,4W,0,0,Common,1,,tireless_missionaries.jpg
"Titanic Growth",Instant,,"M12,M13",1G,1,0,Common,4,,titanic_growth.jpg
"Tome Scour",Sorcery,,M11,B,0,0,Common,2,,tome_scour.jpg
"Torch Fiend",Creature,Devil,"Dark Ascension",1R,1,0,Common,3,,torch_fiend.jpg
"Tormented Pariah",Creature,"Human Warrior Werewolf",Innistrad,3R,1,0,Common,2,,tormented_pariah.jpg
"Tormented Soul",Creature,Spirit,"M12,Planechase 2012",K,1,0,Common,4,,tormented_soul.jpg
"Tormentor Exarch",Creature,Cleric,"New Phyrexia",3R,1,0,Uncommon,1,,tormentor_exarch.jpg
"Totem-Guide Hartebeest",Creature,Antelope,"Rise of the Eldrazi",4W,0,0,Common,1,,totem-guide_hartebeest.jpg
"Tower Geist",Creature,Spirit,"Dark Ascension",3B,1,0,Uncommon,2,,tower_geist.jpg
"Tracker's Instincts",Sorcery,,"Dark Ascension",1G,1,0,Uncommon,2,,trackers_instincts.jpg
"Trade Caravan",Creature,Caravan,Homelands,W,0,0,Common,1,,trade_caravan.jpg
"Tragic Slip",Instant,,"Dark Ascension",K,1,0,Common,2,,tragic_slip.jpg
"Trained Orgg",Creature,Beast,"Seventh Edition",6R,0,0,Rare,1,,trained_orgg.jpg
"Training Drone","Artifact Creature",Drone,"Mirrodin Besieged",3,1,0,Common,2,,training_drone.jpg
"Traitorous Blood",Sorcery,,Innistrad,1RR,1,0,Common,2,,traitorous_blood.jpg
"Tranquil Thicket",Land,,"Onslaught,Archenemy",,0,0,Common,2,,tranquil_thicket.jpg
"Trapfinder's Trick",Sorcery,,Zendikar,1B,0,0,Common,1,,trapfinders_trick.jpg
"Travel Preparations",Sorcery,,Innistrad,1G,1,0,Common,2,,travel_preparations.jpg
"Traveler's Amulet",Artifact,,Innistrad,1,1,0,Common,2,,travelers_amulet.jpg
"Tree of Redemption",Creature,Plant,Innistrad,3G,1,0,"Mythic Rare",1,,tree_of_redemption.jpg
"Trepanation Blade",Artifact,Equipment,Innistrad,3,1,0,Uncommon,1,,trepanation_blade.jpg
"Trespassing Souleater","Artifact Creature",Construct,"New Phyrexia",3,1,0,Common,1,,trespassing_souleater.jpg
"Treva's Charm",Instant,,Planeshift,GWB,0,0,Uncommon,1,,trevas_charm.jpg
"Tribal Flames",Sorcery,,Invasion,1R,0,0,Common,3,,tribal_flames.jpg
"Tribute to Hunger",Instant,,Innistrad,2K,1,0,Uncommon,1,,tribute_to_hunger.jpg
"Trigon of Mending",Artifact,,"Scars of Mirrodin",2,1,1,Uncommon,1,,trigon_of_mending.jpg
"Trigon of Rage",Artifact,,"Scars of Mirrodin",2,1,0,Uncommon,2,,trigon_of_rage.jpg
Trollhide,Enchantment,Aura,M12,2G,1,0,Common,4,,trollhide.jpg
"True Conviction",Enchantment,,"Scars of Mirrodin",3WWW,1,0,Rare,1,,true_conviction.jpg
"Trumpet Blast",Instant,,M13,2R,1,0,Common,1,,trumpet_blast.jpg
"Trusty Machete",Artifact,Equipment,Zendikar,1,0,0,Uncommon,1,,trusty_machete.jpg
"Tumble Magnet",Artifact,,"Scars of Mirrodin",3,1,0,Common,2,,tumble_magnet.jpg
"Turn the Tide",Instant,,"Mirrodin Besieged",1B,1,0,Common,1,,turn_the_tide.jpg
"Turn to Frog",Instant,,M12,1B,1,0,Uncommon,3,,turn_to_frog.jpg
"Turn to Slag",Sorcery,,"Scars of Mirrodin",3RR,1,0,Common,2,,turn_to_slag.jpg
"Turntimber Basilisk",Creature,Basilisk,Zendikar,1GG,0,0,Uncommon,1,,turntimber_basilisk.jpg
"Ulamog's Crusher",Creature,Eldrazi,"Rise of the Eldrazi",8,0,0,Common,1,,ulamogs_crusher.jpg
"Unburial Rites",Sorcery,,Innistrad,4K,1,,Uncommon,1,,unburial_rites.jpg
"Undead Alchemist",Creature,Zombie,Innistrad,3B,1,0,Rare,2,,undead_alchemist.jpg
"Undead Executioner",Creature,Zombie,"Avacyn Restored",3K,1,0,Common,1,,undead_executioner.jpg
"Unholy Strength",Enchantment,Aura,M11,K,0,0,Common,1,,unholy_strength.jpg
"Unnatural Predation",Instant,,"Mirrodin Besieged",G,1,0,Common,2,,unnatural_predation.jpg
"Unquestioned Authority",Enchantment,Aura,Judgment,2W,0,0,Uncommon,1,,unquestioned_authority.jpg
"Unruly Mob",Creature,Human,Innistrad,1W,1,0,Common,1,,unruly_mob.jpg
"Unstable Hulk",Creature,"Goblin Mutant",Legions,1RR,0,0,Rare,1,,unstable_hulk.jpg
Unsummon,Instant,,"M10,DOP,M12",B,1,0,Common,5,,unsummon.jpg
"Untamed Might",Instant,,"Scars of Mirrodin",XG,1,0,Common,2,,untamed_might.jpg
"Urgent Exorcism",Instant,,Innistrad,1W,1,0,Common,1,,urgent_exorcism.jpg
"Vampire Interloper",Creature,"Vampire Scout",Innistrad,1K,1,0,Common,2,,vampire_interloper.jpg
"Vampire Nighthawk",Creature,"Vampire Shaman",Zendikar,1KK,0,0,Uncommon,1,,vampire_nighthawk.jpg
"Vampire Outcasts",Creature,Vampire,M12,2KK,1,0,Uncommon,1,,vampire_outcasts.jpg
"Vampire's Bite",Instant,,Zendikar,K,0,0,Common,1,,vampires_bite.jpg
"Vapor Snag",Instant,,"New Phyrexia",B,1,0,Common,1,,vapor_snag.jpg
"Vastwood Gorger",Creature,Wurm,"Zendikar,M12",5G,1,0,Common,2,,vastwood_gorger.jpg
"Vault Skirge","Artifact Creature",Imp,"New Phyrexia",1K,1,0,Common,2,,vault_skirge.jpg
"Vault Skyward",Instant,,"Scars of Mirrodin",B,1,0,Common,1,,vault_skyward.jpg
"Vectis Silencers","Artifact Creature","Human Rogue","Shards of Alara",2B,0,0,Common,1,,vectis_silencers.jpg
"Vedalken Anatomist",Creature,"Vedalken Wizard","Mirrodin Besieged",2B,1,0,Uncommon,1,,vedalken_anatomist.jpg
"Vedalken Infuser",Creature,"Vedalken Wizard","Mirrodin Besieged",3B,1,0,Uncommon,1,,vedalken_infuser.jpg
"Vela the Night-Clad","Legendary Creature","Human Wizard","Planechase 2012",4BK,0,0,"Mythic Rare",1,,vela_the_night-clad.jpg
Vendetta,Instant,,"Rise of the Eldrazi",K,0,0,Common,1,,vendetta.jpg
"Vengeful Archon",Creature,Archon,M11,4WWW,0,0,Rare,1,,vengeful_archon.jpg
"Vengeful Pharaoh",Creature,Zombie,M12,2KKK,1,1,Rare,1,,vengeful_pharaoh.jpg
"Vengeful Vampire",Creature,Vampire,"Dark Ascension",4KK,1,0,Uncommon,1,,vengeful_vampire.jpg
"Verdant Catacombs",Land,,Zendikar,,0,0,Rare,1,,verdant_catacombs.jpg
"Verdeloth the Ancient","Legendary Creature",Treefolk,Archenemy,4GG,0,0,Rare,1,,verdeloth_the_ancient.jpg
"Veteran Armorsmith",Creature,"Human Soldier",M10,WW,0,0,Common,1,,veteran_armorsmith.jpg
"Vigean Graftmage",Creature,"Vedalken Wizard Mutant",Dissension,2B,0,0,Uncommon,2,,vigean_graftmage.jpg
"Vigean Hydropon",Creature,"Plant Mutant",Dissension,1GB,0,0,Common,3,,vigean_hydropon.jpg
"Vigilant Sentry",Creature,Nomad,Judgment,1WW,0,0,Common,1,,vigilant_sentry.jpg
"Village Bell-Ringer",Creature,"Human Scout",Innistrad,2W,1,0,Common,1,,village_bell-ringer.jpg
"Village Cannibals",Creature,Human,Innistrad,2K,1,0,Uncommon,1,,village_cannibals.jpg
"Villagers of Estwald",Creature,"Human Werewolf",Innistrad,2G,1,0,Common,1,,villagers_of_estwald.jpg
"Viridian Betrayers",Creature,"Elf Warrior","New Phyrexia",1GG,1,0,Common,2,,viridian_betrayers.jpg
"Viridian Claw",Artifact,Equipment,"Mirrodin Besieged",2,1,0,Uncommon,2,,viridian_claw.jpg
"Viridian Corrupter",Creature,"Elf Shaman","Mirrodin Besieged",1GG,1,0,Uncommon,1,,viridian_corrupter.jpg
"Viridian Emissary",Creature,"Elf Scout","Mirrodin Besieged",1G,1,0,Common,5,,viridian_emissary.jpg
"Virulent Wound",Instant,,"Mirrodin Besieged",K,1,0,Common,2,,virulent_wound.jpg
"Viscera Seer",Creature,"Vampire Wizard",M11,K,0,0,Common,2,,viscera_seer.jpg
"Vital Splicer",Creature,"Human Artificer","New Phyrexia",3G,1,0,Uncommon,1,,vital_splicer.jpg
"Vitality Charm",Instant,,Onslaught,G,0,0,Common,1,,vitality_charm.jpg
"Vitu-Ghazi, the City-Tree",Land,,Archenemy,,0,0,Uncommon,1,,vitu-ghazi_the_city-tree.jpg
Vivisection,Sorcery,,"Mirrodin Besieged",3B,1,0,Common,2,,vivisection.jpg
"Voice of the Provinces",Creature,Angel,"Avacyn Restored",4WW,1,0,Common,1,,voice_of_the_provinces.jpg
"Volcanic Dragon",Creature,Dragon,M12,4RR,1,0,Uncommon,2,,volcanic_dragon.jpg
"Volcanic Strength",Enchantment,Aura,"M11,M13",1R,1,0,Common,4,,volcanic_strength.jpg
"Volt Charge",Instant,,"New Phyrexia",2R,1,0,Common,1,,volt_charge.jpg
"Vulshok Heartstoker",Creature,"Human Shaman","Scars of Mirrodin",2R,1,0,Common,2,,vulshok_heartstoker.jpg
"Vulshok Refugee",Creature,"Human Warrior","New Phyrexia",1RR,1,0,Uncommon,1,,vulshok_refugee.jpg
"Vulshok Replica","Artifact Creature",Berserker,"Scars of Mirrodin",3,1,0,Common,2,,vulshok_replica.jpg
Wakedancer,Creature,"Human Shaman","Dark Ascension",2K,1,0,Uncommon,1,,wakedancer.jpg
"Walker of Secret Ways",Creature,"Human Ninja","Planechase 2012",2B,0,0,Uncommon,1,,walker_of_secret_ways.jpg
"Walking Corpse",Creature,Zombie,Innistrad,1K,1,0,Common,1,,walking_corpse.jpg
"Wall of Frost",Creature,Wall,"M11,Planechase 2012",1BB,0,0,Uncommon,2,,wall_of_frost.jpg
"Wall of Roots",Creature,"Plant Wall",Archenemy,1G,0,0,Common,2,,wall_of_roots.jpg
"Wall of Spears","Artifact Creature",Wall,DOP,3,0,0,Common,2,,wall_of_spears.jpg
"Wall of Torches",Creature,Wall,M12,1R,1,0,Common,4,,wall_of_torches.jpg
"Wall of Vines",Creature,"Plant Wall",M11,G,0,0,Common,1,,wall_of_vines.jpg
"Wandering Stream",Sorcery,,Invasion,2G,0,0,Common,1,,wandering_stream.jpg
"Wandering Wolf",Creature,Wolf,"Avacyn Restored",1G,1,0,Common,1,,wandering_wolf.jpg
"War Priest of Thune",Creature,"Human Cleric",M11,1W,0,0,Uncommon,1,,war_priest_of_thune.jpg
"War Report",Instant,,"New Phyrexia",3W,1,0,Common,1,,war_report.jpg
"Warpath Ghoul",Creature,Zombie,M12,2K,1,0,Common,6,,warpath_ghoul.jpg
"Waste Away",Instant,,Torment,4K,0,1,Common,1,,waste_away.jpg
Watchwolf,Creature,Wolf,Archenemy,GW,0,0,Uncommon,1,,watchwolf.jpg
"Water Servant",Creature,Elemental,M11,2BB,0,0,Uncommon,2,,water_servant.jpg
"Wave of Indifference",Sorcery,,Onslaught,XR,0,0,Common,1,,wave_of_indifference.jpg
"Wax (Wax/Wane)",Instant,,Archenemy,G|W,0,0,Uncommon,1,,wax_waxwane.jpg
"Wayfaring Giant",Creature,Giant,Invasion,5W,0,0,Uncommon,1,,wayfaring_giant.jpg
"Welkin Guide",Creature,"Bird Cleric","Shards of Alara",4W,0,0,Common,1,,welkin_guide.jpg
Whipcorder,Creature,"Soldier Rebel",Onslaught,WW,0,0,Uncommon,1,,whipcorder.jpg
"Whipgrass Entangler",Creature,Cleric,Legions,2W,0,0,Common,2,,whipgrass_entangler.jpg
"Whispersilk Cloak",Artifact,Equipment,"M11,Planechase 2012",3,0,0,Uncommon,2,,whispersilk_cloak.jpg
"White Knight",Creature,"Human Knight","Legions,M11",WW,0,1,Uncommon,3,,white_knight.jpg
"Wickerbough Elder",Creature,"Treefolk Shaman",Archenemy,3G,0,0,Common,2,,wickerbough_elder.jpg
"Wild Guess",Sorcery,,M13,RR,1,0,Common,1,,wild_guess.jpg
"Wild Hunger",Instant,,"Dark Ascension",2G,1,0,Common,1,,wild_hunger.jpg
"Wild Nacatl",Creature,"Cat Warrior","Shards of Alara",G,0,0,Common,1,,wild_nacatl.jpg
"Wildfield Borderpost",Artifact,,"Alara Reborn",1GW,0,0,Common,1,,wildfield_borderpost.jpg
"Wildheart Invoker",Creature,"Elf Shaman","Rise of the Eldrazi",2GG,0,0,Common,1,,wildheart_invoker.jpg
"Wind Drake",Creature,Drake,M10,2B,0,0,Common,1,,wind_drake.jpg
"Windborne Charge",Sorcery,,Zendikar,2WW,0,0,Uncommon,1,,windborne_charge.jpg
"Wing Shards",Instant,,Scourge,1WW,0,0,Uncommon,3,,wing_shards.jpg
"Wingbeat Warrior",Creature,"Bird Soldier",Legions,2W,0,0,Common,2,,wingbeat_warrior.jpg
"Wirewood Guardian",Creature,"Elf Mutant",Scourge,5GG,0,0,Common,1,,wirewood_guardian.jpg
"Witchbane Orb",Artifact,,Innistrad,4,1,0,Rare,1,,witchbane_orb.jpg
"Withered Wretch",Creature,"Zombie Cleric",Legions,KK,0,0,Uncommon,2,,withered_wretch.jpg
"Wolfhunter's Quiver",Artifact,Equipment,"Dark Ascension",1,1,0,Uncommon,1,,wolfhunters_quiver.jpg
"Wooden Stake",Artifact,Equipment,Innistrad,2,1,0,Common,2,,wooden_stake.jpg
"Woodland Sleuth",Creature,"Human Scout",Innistrad,3G,1,0,Common,1,,woodland_sleuth.jpg
"Worldly Counsel",Instant,,Invasion,1B,0,0,Common,2,,worldly_counsel.jpg
"Wreath of Geists",Enchantment,Aura,Innistrad,G,1,0,Uncommon,4,,wreath_of_geists.jpg
"Wring Flesh",Instant,,M12,K,1,0,Common,4,,wring_flesh.jpg
"Wurm's Tooth",Artifact,,M12,2,1,0,Uncommon,1,,wurms_tooth.jpg
"Yavimaya Dryad",Creature,Dryad,Archenemy,1GG,0,0,Uncommon,2,,yavimaya_dryad.jpg
"Yavimaya Wurm",Creature,Wurm,M11,4GG,0,0,Common,3,,yavimaya_wurm.jpg
"Young Wolf",Creature,Wolf,"Dark Ascension",G,1,0,Common,1,,young_wolf.jpg
"Your Fate Is Thrice Sealed",Scheme,,Archenemy,,0,0,Common,1,,your_fate_is_thrice_sealed.jpg
"Your Puny Minds Cannot Fathom",Scheme,,Archenemy,,0,0,Common,1,,your_puny_minds_cannot_fathom.jpg
"Your Will Is Not Your Own",Scheme,,Archenemy,,0,0,Common,2,,your_will_is_not_your_own.jpg
"Zealous Inquisitor",Creature,Cleric,Scourge,2W,0,0,Common,2,,zealous_inquisitor.jpg
"Zektar Shrine Expedition",Enchantment,,Zendikar,1R,0,0,Common,1,,zektar_shrine_expedition.jpg
"Zombie Goliath",Creature,"Zombie Giant","M10,M12",4K,1,0,Common,6,,zombie_goliath.jpg
"Zombie Infestation",Enchantment,,M12,1K,1,0,Uncommon,2,,zombie_infestation.jpg
"Zulaport Enforcer",Creature,"Human Warrior","Rise of the Eldrazi",K,0,0,Common,1,,zulaport_enforcer.jpg
